favorite_Score,favorite_OffensiveYards,favorite_OffensiveYardsPerPlay,favorite_RushingYards,favorite_RushingYardsPerAttempt,favorite_PassingYards,favorite_PassingYardsPerAttempt,favorite_PassingInterceptionPercentage,favorite_TimesSackedPercentage,favorite_OpponentScore,favorite_OpponentOffensiveYards,favorite_OpponentOffensiveYardsPerPlay,favorite_OpponentRushingYards,favorite_OpponentRushingYardsPerAttempt,favorite_OpponentPassingYards,favorite_OpponentPassingYardsPerAttempt,favorite_OpponentPassingInterceptionPercentage,favorite_OpponentTimesSackedPercentage,favorite_PointDifferential,favorite_TurnoverDifferential,favorite_PenaltyYardDifferential,favorite_TimeOfPossession,underdog_Score,underdog_OffensiveYards,underdog_OffensiveYardsPerPlay,underdog_RushingYards,underdog_RushingYardsPerAttempt,underdog_PassingYards,underdog_PassingYardsPerAttempt,underdog_PassingInterceptionPercentage,underdog_TimesSackedPercentage,underdog_OpponentScore,underdog_OpponentOffensiveYards,underdog_OpponentOffensiveYardsPerPlay,underdog_OpponentRushingYards,underdog_OpponentRushingYardsPerAttempt,underdog_OpponentPassingYards,underdog_OpponentPassingYardsPerAttempt,underdog_OpponentPassingInterceptionPercentage,underdog_OpponentTimesSackedPercentage,underdog_PointDifferential,underdog_TurnoverDifferential,underdog_PenaltyYardDifferential,underdog_TimeOfPossession,did_cover
18,14,15,28,30,7,12,8,15,12,23,23,7,20,30,12,27,19,12,25,7,2,16,17,10,24,7,11,15,12,20,23,24,16,20,11,23,24,7,30,22,13,23,26,False
12,3,3,29,30,1,2,31,11,31,27,29,24,20,26,31,25,19,23,31,3,20,21,16,10,13,12,15,9,30,24,28,13,8,14,7,11,12,32,23,27,32,14,15,True
11,15,15,8,17,17,6,8,32,4,12,8,3,1,28,16,13,15,9,2,5,7,27,25,23,7,12,29,17,22,29,3,8,6,18,11,6,7,21,15,15,21,1,16,True
3,8,7,6,17,12,5,3,4,14,14,16,2,2,29,28,21,5,1,7,25,3,22,22,20,10,12,23,19,4,28,6,7,8,5,4,13,12,25,18,14,12,29,4,False
10,6,5,27,12,4,6,2,16,25,28,26,25,27,27,20,12,26,17,15,8,18,13,9,23,2,12,22,23,5,6,2,1,1,4,3,5,2,21,13,6,22,11,1,False
24,19,18,12,3,19,25,21,8,13,22,16,21,17,20,24,5,10,18,8,17,25,17,26,23,21,7,24,27,18,16,30,32,29,29,20,32,29,21,29,26,15,19,32,True
2,2,2,3,3,5,4,12,8,20,19,26,23,32,14,20,3,12,3,4,22,10,25,24,27,23,26,20,26,12,19,16,10,16,10,16,8,26,28,4,21,23,13,12,True
14,12,10,22,2,9,22,1,21,22,18,14,22,11,12,20,31,7,19,19,28,24,32,32,32,32,32,32,32,28,27,26,20,8,32,27,4,6,28,2,32,29,18,31,False
11,15,15,8,17,17,6,8,32,4,12,8,3,1,28,16,13,15,9,2,5,7,20,13,10,14,11,14,13,27,11,21,30,14,28,20,25,10,11,28,20,8,9,27,True
5,7,10,20,21,6,15,16,1,10,11,13,8,6,16,16,9,19,8,13,4,23,31,27,30,19,26,26,30,18,26,4,5,5,19,11,2,4,18,13,24,29,32,22,False
26,31,23,18,7,30,23,25,30,27,29,29,31,26,21,30,2,27,30,11,24,30,30,30,31,9,21,31,31,32,21,18,2,3,16,9,1,2,4,15,28,23,21,21,True
4,5,8,5,17,8,8,11,3,7,21,16,11,27,22,7,6,31,5,5,10,13,19,20,18,30,21,13,19,7,11,9,4,4,15,7,3,4,15,1,12,19,12,19,True
9,21,20,11,26,21,13,22,10,1,3,1,1,4,7,1,1,9,4,3,2,5,16,17,10,24,7,11,15,12,20,23,24,16,20,11,23,24,7,30,22,13,23,26,False
1,1,1,16,5,3,1,12,5,24,31,24,27,31,31,12,15,8,2,6,31,28,28,23,20,25,21,18,19,8,25,32,26,32,30,20,19,32,7,32,31,26,15,6,False
6,4,6,31,21,2,9,20,2,16,6,6,6,9,10,7,28,3,11,28,6,14,6,11,3,15,7,10,3,16,11,8,9,8,9,11,9,11,15,22,7,15,27,9,False
6,18,15,1,5,27,11,5,31,11,16,24,13,27,17,16,18,11,10,1,16,11,21,16,10,13,12,15,9,30,24,28,13,8,14,7,11,12,32,23,27,32,14,15,True
14,10,8,4,1,16,17,24,6,19,15,26,12,20,18,26,13,25,16,15,19,8,12,3,3,29,30,1,2,31,11,31,27,29,24,20,26,31,25,19,23,31,3,20,False
27,25,23,7,12,29,17,22,29,3,8,6,18,11,6,7,21,15,15,21,1,16,23,29,29,26,29,25,28,28,18,29,25,16,26,19,24,16,18,24,29,27,26,29,False
18,14,15,28,30,7,12,8,15,12,23,23,7,20,30,12,27,19,12,25,7,2,29,28,28,17,17,28,29,25,23,15,17,16,17,17,15,20,9,5,25,8,30,17,True
27,25,23,7,12,29,17,22,29,3,8,6,18,11,6,7,21,15,15,21,1,16,31,27,30,19,26,26,30,18,26,4,5,5,19,11,2,4,18,13,24,29,32,22,True
25,24,27,23,26,20,26,12,19,16,10,16,10,16,8,26,28,4,21,23,13,12,32,32,32,32,32,32,32,28,27,26,20,8,32,27,4,6,28,2,32,29,18,31,True
30,30,31,9,21,31,31,32,21,18,2,3,16,9,1,2,4,15,28,23,21,21,23,29,29,26,29,25,28,28,18,29,25,16,26,19,24,16,18,24,29,27,26,29,False
2,2,2,3,3,5,4,12,8,20,19,26,23,32,14,20,3,12,3,4,22,10,9,21,20,11,26,21,13,22,10,1,3,1,1,4,7,1,1,9,4,3,2,5,False
14,10,8,4,1,16,17,24,6,19,15,26,12,20,18,26,13,25,16,15,19,8,20,13,10,14,11,14,13,27,11,21,30,14,28,20,25,10,11,28,20,8,9,27,False
22,22,20,10,12,23,19,4,28,6,7,8,5,4,13,12,25,18,14,12,29,4,18,14,15,28,30,7,12,8,15,12,23,23,7,20,30,12,27,19,12,25,7,2,True
14,12,10,22,2,9,22,1,21,22,18,14,22,11,12,20,31,7,19,19,28,24,10,6,5,27,12,4,6,2,16,25,28,26,25,27,27,20,12,26,17,15,8,18,True
11,15,15,8,17,17,6,8,32,4,12,8,3,1,28,16,13,15,9,2,5,7,5,7,10,20,21,6,15,16,1,10,11,13,8,6,16,16,9,19,8,13,4,23,False
1,1,1,16,5,3,1,12,5,24,31,24,27,31,31,12,15,8,2,6,31,28,13,9,23,2,12,22,23,5,6,2,1,1,4,3,5,2,21,13,6,22,11,1,False
6,11,3,15,7,10,3,16,11,8,9,8,9,11,9,11,15,22,7,15,27,9,17,26,23,21,7,24,27,18,16,30,32,29,29,20,32,29,21,29,26,15,19,32,False
4,5,8,5,17,8,8,11,3,7,21,16,11,27,22,7,6,31,5,5,10,13,26,31,23,18,7,30,23,25,30,27,29,29,31,26,21,30,2,27,30,11,24,30,False
6,4,6,31,21,2,9,20,2,16,6,6,6,9,10,7,28,3,11,28,6,14,28,23,20,25,21,18,19,8,25,32,26,32,30,20,19,32,7,32,31,26,15,6,False
24,19,18,12,3,19,25,21,8,13,22,16,21,17,20,24,5,10,18,8,17,25,21,16,10,13,12,15,9,30,24,28,13,8,14,7,11,12,32,23,27,32,14,15,False
3,8,7,6,17,12,5,3,4,14,14,16,2,2,29,28,21,5,1,7,25,3,12,3,3,29,30,1,2,31,11,31,27,29,24,20,26,31,25,19,23,31,3,20,True
16,17,10,24,7,11,15,12,20,23,24,16,20,11,23,24,7,30,22,13,23,26,29,28,28,17,17,28,29,25,23,15,17,16,17,17,15,20,9,5,25,8,30,17,True
6,18,15,1,5,27,11,5,31,11,16,24,13,27,17,16,18,11,10,1,16,11,19,20,18,30,21,13,19,7,11,9,4,4,15,7,3,4,15,1,12,19,12,19,True
1,1,1,16,5,3,1,12,5,24,31,24,27,31,31,12,15,8,2,6,31,28,6,11,3,15,7,10,3,16,11,8,9,8,9,11,9,11,15,22,7,15,27,9,False
24,19,18,12,3,19,25,21,8,13,22,16,21,17,20,24,5,10,18,8,17,25,20,13,10,14,11,14,13,27,11,21,30,14,28,20,25,10,11,28,20,8,9,27,False
11,15,15,8,17,17,6,8,32,4,12,8,3,1,28,16,13,15,9,2,5,7,23,29,29,26,29,25,28,28,18,29,25,16,26,19,24,16,18,24,29,27,26,29,False
10,6,5,27,12,4,6,2,16,25,28,26,25,27,27,20,12,26,17,15,8,18,32,32,32,32,32,32,32,28,27,26,20,8,32,27,4,6,28,2,32,29,18,31,True
13,9,23,2,12,22,23,5,6,2,1,1,4,3,5,2,21,13,6,22,11,1,12,3,3,29,30,1,2,31,11,31,27,29,24,20,26,31,25,19,23,31,3,20,False
30,30,31,9,21,31,31,32,21,18,2,3,16,9,1,2,4,15,28,23,21,21,25,24,27,23,26,20,26,12,19,16,10,16,10,16,8,26,28,4,21,23,13,12,False
9,21,20,11,26,21,13,22,10,1,3,1,1,4,7,1,1,9,4,3,2,5,14,12,10,22,2,9,22,1,21,22,18,14,22,11,12,20,31,7,19,19,28,24,True
17,26,23,21,7,24,27,18,16,30,32,29,29,20,32,29,21,29,26,15,19,32,28,23,20,25,21,18,19,8,25,32,26,32,30,20,19,32,7,32,31,26,15,6,True
5,7,10,20,21,6,15,16,1,10,11,13,8,6,16,16,9,19,8,13,4,23,22,22,20,10,12,23,19,4,28,6,7,8,5,4,13,12,25,18,14,12,29,4,True
31,27,30,19,26,26,30,18,26,4,5,5,19,11,2,4,18,13,24,29,32,22,29,28,28,17,17,28,29,25,23,15,17,16,17,17,15,20,9,5,25,8,30,17,False
2,2,2,3,3,5,4,12,8,20,19,26,23,32,14,20,3,12,3,4,22,10,18,14,15,28,30,7,12,8,15,12,23,23,7,20,30,12,27,19,12,25,7,2,False
19,20,18,30,21,13,19,7,11,9,4,4,15,7,3,4,15,1,12,19,12,19,26,31,23,18,7,30,23,25,30,27,29,29,31,26,21,30,2,27,30,11,24,30,True
27,25,23,7,12,29,17,22,29,3,8,6,18,11,6,7,21,15,15,21,1,16,16,17,10,24,7,11,15,12,20,23,24,16,20,11,23,24,7,30,22,13,23,26,True
4,5,8,5,17,8,8,11,3,7,21,16,11,27,22,7,6,31,5,5,10,13,6,4,6,31,21,2,9,20,2,16,6,6,6,9,10,7,28,3,11,28,6,14,False
6,18,15,1,5,27,11,5,31,11,16,24,13,27,17,16,18,11,10,1,16,11,21,16,10,13,12,15,9,30,24,28,13,8,14,7,11,12,32,23,27,32,14,15,False
3,8,7,6,17,12,5,3,4,14,14,16,2,2,29,28,21,5,1,7,25,3,14,10,8,4,1,16,17,24,6,19,15,26,12,20,18,26,13,25,16,15,19,8,False
6,11,3,15,7,10,3,16,11,8,9,8,9,11,9,11,15,22,7,15,27,9,13,9,23,2,12,22,23,5,6,2,1,1,4,3,5,2,21,13,6,22,11,1,False
27,25,23,7,12,29,17,22,29,3,8,6,18,11,6,7,21,15,15,21,1,16,29,28,28,17,17,28,29,25,23,15,17,16,17,17,15,20,9,5,25,8,30,17,False
2,2,2,3,3,5,4,12,8,20,19,26,23,32,14,20,3,12,3,4,22,10,32,32,32,32,32,32,32,28,27,26,20,8,32,27,4,6,28,2,32,29,18,31,True
10,6,5,27,12,4,6,2,16,25,28,26,25,27,27,20,12,26,17,15,8,18,14,10,8,4,1,16,17,24,6,19,15,26,12,20,18,26,13,25,16,15,19,8,True
20,13,10,14,11,14,13,27,11,21,30,14,28,20,25,10,11,28,20,8,9,27,17,26,23,21,7,24,27,18,16,30,32,29,29,20,32,29,21,29,26,15,19,32,False
22,22,20,10,12,23,19,4,28,6,7,8,5,4,13,12,25,18,14,12,29,4,12,3,3,29,30,1,2,31,11,31,27,29,24,20,26,31,25,19,23,31,3,20,False
19,20,18,30,21,13,19,7,11,9,4,4,15,7,3,4,15,1,12,19,12,19,25,24,27,23,26,20,26,12,19,16,10,16,10,16,8,26,28,4,21,23,13,12,True
5,7,10,20,21,6,15,16,1,10,11,13,8,6,16,16,9,19,8,13,4,23,16,17,10,24,7,11,15,12,20,23,24,16,20,11,23,24,7,30,22,13,23,26,False
26,31,23,18,7,30,23,25,30,27,29,29,31,26,21,30,2,27,30,11,24,30,31,27,30,19,26,26,30,18,26,4,5,5,19,11,2,4,18,13,24,29,32,22,False
4,5,8,5,17,8,8,11,3,7,21,16,11,27,22,7,6,31,5,5,10,13,30,30,31,9,21,31,31,32,21,18,2,3,16,9,1,2,4,15,28,23,21,21,False
3,8,7,6,17,12,5,3,4,14,14,16,2,2,29,28,21,5,1,7,25,3,6,4,6,31,21,2,9,20,2,16,6,6,6,9,10,7,28,3,11,28,6,14,False
14,12,10,22,2,9,22,1,21,22,18,14,22,11,12,20,31,7,19,19,28,24,23,29,29,26,29,25,28,28,18,29,25,16,26,19,24,16,18,24,29,27,26,29,True
18,14,15,28,30,7,12,8,15,12,23,23,7,20,30,12,27,19,12,25,7,2,11,15,15,8,17,17,6,8,32,4,12,8,3,1,28,16,13,15,9,2,5,7,True
9,21,20,11,26,21,13,22,10,1,3,1,1,4,7,1,1,9,4,3,2,5,21,16,10,13,12,15,9,30,24,28,13,8,14,7,11,12,32,23,27,32,14,15,True
1,1,1,16,5,3,1,12,5,24,31,24,27,31,31,12,15,8,2,6,31,28,6,18,15,1,5,27,11,5,31,11,16,24,13,27,17,16,18,11,10,1,16,11,False
24,19,18,12,3,19,25,21,8,13,22,16,21,17,20,24,5,10,18,8,17,25,28,23,20,25,21,18,19,8,25,32,26,32,30,20,19,32,7,32,31,26,15,6,False
13,9,23,2,12,22,23,5,6,2,1,1,4,3,5,2,21,13,6,22,11,1,20,13,10,14,11,14,13,27,11,21,30,14,28,20,25,10,11,28,20,8,9,27,False
30,30,31,9,21,31,31,32,21,18,2,3,16,9,1,2,4,15,28,23,21,21,26,31,23,18,7,30,23,25,30,27,29,29,31,26,21,30,2,27,30,11,24,30,True
6,11,3,15,7,10,3,16,11,8,9,8,9,11,9,11,15,22,7,15,27,9,24,19,18,12,3,19,25,21,8,13,22,16,21,17,20,24,5,10,18,8,17,25,True
14,12,10,22,2,9,22,1,21,22,18,14,22,11,12,20,31,7,19,19,28,24,25,24,27,23,26,20,26,12,19,16,10,16,10,16,8,26,28,4,21,23,13,12,False
11,15,15,8,17,17,6,8,32,4,12,8,3,1,28,16,13,15,9,2,5,7,31,27,30,19,26,26,30,18,26,4,5,5,19,11,2,4,18,13,24,29,32,22,True
1,1,1,16,5,3,1,12,5,24,31,24,27,31,31,12,15,8,2,6,31,28,28,23,20,25,21,18,19,8,25,32,26,32,30,20,19,32,7,32,31,26,15,6,True
2,2,2,3,3,5,4,12,8,20,19,26,23,32,14,20,3,12,3,4,22,10,21,16,10,13,12,15,9,30,24,28,13,8,14,7,11,12,32,23,27,32,14,15,True
19,20,18,30,21,13,19,7,11,9,4,4,15,7,3,4,15,1,12,19,12,19,9,21,20,11,26,21,13,22,10,1,3,1,1,4,7,1,1,9,4,3,2,5,False
4,5,8,5,17,8,8,11,3,7,21,16,11,27,22,7,6,31,5,5,10,13,23,29,29,26,29,25,28,28,18,29,25,16,26,19,24,16,18,24,29,27,26,29,True
3,8,7,6,17,12,5,3,4,14,14,16,2,2,29,28,21,5,1,7,25,3,14,10,8,4,1,16,17,24,6,19,15,26,12,20,18,26,13,25,16,15,19,8,False
16,17,10,24,7,11,15,12,20,23,24,16,20,11,23,24,7,30,22,13,23,26,22,22,20,10,12,23,19,4,28,6,7,8,5,4,13,12,25,18,14,12,29,4,False
6,4,6,31,21,2,9,20,2,16,6,6,6,9,10,7,28,3,11,28,6,14,17,26,23,21,7,24,27,18,16,30,32,29,29,20,32,29,21,29,26,15,19,32,False
6,18,15,1,5,27,11,5,31,11,16,24,13,27,17,16,18,11,10,1,16,11,32,32,32,32,32,32,32,28,27,26,20,8,32,27,4,6,28,2,32,29,18,31,False
10,6,5,27,12,4,6,2,16,25,28,26,25,27,27,20,12,26,17,15,8,18,12,3,3,29,30,1,2,31,11,31,27,29,24,20,26,31,25,19,23,31,3,20,False
5,7,10,20,21,6,15,16,1,10,11,13,8,6,16,16,9,19,8,13,4,23,27,25,23,7,12,29,17,22,29,3,8,6,18,11,6,7,21,15,15,21,1,16,True
18,14,15,28,30,7,12,8,15,12,23,23,7,20,30,12,27,19,12,25,7,2,29,28,28,17,17,28,29,25,23,15,17,16,17,17,15,20,9,5,25,8,30,17,True
22,22,20,10,12,23,19,4,28,6,7,8,5,4,13,12,25,18,14,12,29,4,6,18,15,1,5,27,11,5,31,11,16,24,13,27,17,16,18,11,10,1,16,11,False
11,15,15,8,17,17,6,8,32,4,12,8,3,1,28,16,13,15,9,2,5,7,5,7,10,20,21,6,15,16,1,10,11,13,8,6,16,16,9,19,8,13,4,23,False
13,9,23,2,12,22,23,5,6,2,1,1,4,3,5,2,21,13,6,22,11,1,6,11,3,15,7,10,3,16,11,8,9,8,9,11,9,11,15,22,7,15,27,9,False
9,21,20,11,26,21,13,22,10,1,3,1,1,4,7,1,1,9,4,3,2,5,18,14,15,28,30,7,12,8,15,12,23,23,7,20,30,12,27,19,12,25,7,2,False
1,1,1,16,5,3,1,12,5,24,31,24,27,31,31,12,15,8,2,6,31,28,5,7,10,20,21,6,15,16,1,10,11,13,8,6,16,16,9,19,8,13,4,23,True
2,2,2,3,3,5,4,12,8,20,19,26,23,32,14,20,3,12,3,4,22,10,22,22,20,10,12,23,19,4,28,6,7,8,5,4,13,12,25,18,14,12,29,4,True
4,5,8,5,17,8,8,11,3,7,21,16,11,27,22,7,6,31,5,5,10,13,6,11,3,15,7,10,3,16,11,8,9,8,9,11,9,11,15,22,7,15,27,9,True
3,8,7,6,17,12,5,3,4,14,14,16,2,2,29,28,21,5,1,7,25,3,18,14,15,28,30,7,12,8,15,12,23,23,7,20,30,12,27,19,12,25,7,2,False
1,1,1,16,5,3,1,12,5,24,31,24,27,31,31,12,15,8,2,6,31,28,4,5,8,5,17,8,8,11,3,7,21,16,11,27,22,7,6,31,5,5,10,13,False
3,8,7,6,17,12,5,3,4,14,14,16,2,2,29,28,21,5,1,7,25,3,2,2,2,3,3,5,4,12,8,20,19,26,23,32,14,20,3,12,3,4,22,10,False
4,5,8,5,17,8,8,11,3,7,21,16,11,27,22,7,6,31,5,5,10,13,2,2,2,3,3,5,4,12,8,20,19,26,23,32,14,20,3,12,3,4,22,10,True
29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,False
18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,False
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,True
22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,False
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,True
5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,True
21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,False
1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,True
8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,True
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,True
31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,False
12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,False
9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,False
3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,False
3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,False
28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,False
20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,False
12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,False
1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,False
30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,False
29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,False
21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,False
15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,True
14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,False
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,True
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,True
23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,True
5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,True
27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,False
10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,False
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,True
22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,True
10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,False
16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,False
23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,False
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,True
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,True
15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,True
16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,True
5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,False
21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,False
8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,True
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,False
12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,False
2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,False
9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,False
3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,False
29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,True
15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,False
9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,True
13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,False
1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,False
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,False
29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,True
