favorite_Score,favorite_OffensiveYards,favorite_OffensiveYardsPerPlay,favorite_RushingYards,favorite_RushingYardsPerAttempt,favorite_PassingYards,favorite_PassingYardsPerAttempt,favorite_PassingInterceptionPercentage,favorite_TimesSackedPercentage,favorite_OpponentScore,favorite_OpponentOffensiveYards,favorite_OpponentOffensiveYardsPerPlay,favorite_OpponentRushingYards,favorite_OpponentRushingYardsPerAttempt,favorite_OpponentPassingYards,favorite_OpponentPassingYardsPerAttempt,favorite_OpponentPassingInterceptionPercentage,favorite_OpponentTimesSackedPercentage,favorite_PointDifferential,favorite_TurnoverDifferential,favorite_PenaltyYardDifferential,favorite_TimeOfPossession,underdog_Score,underdog_OffensiveYards,underdog_OffensiveYardsPerPlay,underdog_RushingYards,underdog_RushingYardsPerAttempt,underdog_PassingYards,underdog_PassingYardsPerAttempt,underdog_PassingInterceptionPercentage,underdog_TimesSackedPercentage,underdog_OpponentScore,underdog_OpponentOffensiveYards,underdog_OpponentOffensiveYardsPerPlay,underdog_OpponentRushingYards,underdog_OpponentRushingYardsPerAttempt,underdog_OpponentPassingYards,underdog_OpponentPassingYardsPerAttempt,underdog_OpponentPassingInterceptionPercentage,underdog_OpponentTimesSackedPercentage,underdog_PointDifferential,underdog_TurnoverDifferential,underdog_PenaltyYardDifferential,underdog_TimeOfPossession,did_cover
28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,False
5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,False
14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,False
16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,False
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,False
21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,True
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,False
18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,True
27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,True
9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,False
20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,True
30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,False
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,False
14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,True
5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,False
21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,False
3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,True
8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,True
29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,False
12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,True
1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,False
10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,False
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,True
2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,True
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,True
13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,False
1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,False
22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,False
28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,True
26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,False
5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,False
21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,False
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,False
32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,False
8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,True
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,False
20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,True
15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,False
5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,True
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,True
23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,False
29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,False
26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,True
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,True
8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,True
15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,True
16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,True
18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,False
9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,False
10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,True
2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,False
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,True
8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,False
9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,False
23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,False
29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,False
18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,False
14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,False
16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,False
26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,True
15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,True
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,True
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,True
3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,True
2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,True
10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,True
27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,False
2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,False
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,False
23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,True
20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,True
22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,False
26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,False
8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,False
15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,False
31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,False
24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,True
12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,True
27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,True
9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,True
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,True
21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,False
29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,True
1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,True
22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,False
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,False
15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,True
16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,False
3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,False
18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,False
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,False
3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,False
5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,False
2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,False
22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,True
1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,True
20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,False
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,True
16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,True
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,True
23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,True
8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,False
24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,False
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,True
2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,False
3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,True
32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,False
5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,True
14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,False
13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,False
23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,True
29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,False
27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,False
22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,True
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,False
3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,False
24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,False
9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,True
2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,True
10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,True
18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,False
1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,True
3,9,6,16,17,7,9,3,3,13,11,12,4,13,20,10,18,7,5,2,31,5,13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,True
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,False
29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,False
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,True
1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,2,4,5,2,8,13,3,22,18,8,2,1,17,22,1,1,15,3,3,10,17,4,False
20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,False
31,32,32,31,31,29,27,27,30,16,7,5,2,1,17,11,21,26,25,23,28,22,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,False
21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,False
7,15,21,18,25,8,18,7,5,1,1,1,6,13,2,2,1,6,2,1,12,3,14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,False
10,12,3,3,2,21,1,10,32,12,21,13,12,7,24,15,15,17,8,9,11,26,16,25,21,7,11,30,25,13,10,18,16,18,7,8,23,21,5,16,17,12,1,18,True
3,3,6,24,27,1,5,32,17,29,15,6,1,1,30,11,26,18,13,28,24,7,26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,True
5,6,2,23,20,5,4,2,4,7,17,13,26,28,8,4,5,11,4,7,27,27,24,11,6,13,17,9,7,7,6,24,19,25,8,4,25,31,29,25,27,21,32,11,True
12,14,21,11,17,11,20,5,8,15,10,17,3,8,19,15,23,12,11,22,10,2,25,27,28,32,31,12,23,26,29,32,30,27,27,22,26,30,11,32,32,27,2,20,False
15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,18,23,17,19,6,18,25,25,14,30,25,19,20,4,28,29,26,22,28,31,7,25,True
22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,False
9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,True
6,1,1,5,4,2,1,10,2,11,9,9,11,8,10,9,30,19,6,18,25,15,29,29,30,27,27,25,32,15,21,4,8,6,9,4,9,7,26,27,19,15,14,17,False
27,30,30,29,27,31,30,30,10,5,5,1,14,3,3,4,2,1,18,7,4,23,16,21,15,10,2,24,20,16,25,28,32,27,24,20,31,28,30,21,23,18,14,31,True
13,5,15,30,25,3,14,16,16,23,20,23,15,13,22,24,18,28,19,24,9,6,20,19,25,14,6,20,30,28,26,31,23,23,29,32,13,15,9,2,29,29,6,20,True
1,2,3,1,1,27,9,10,13,3,4,9,5,20,6,4,11,19,1,6,21,1,23,24,21,8,13,26,20,18,21,2,3,4,10,13,4,3,10,9,10,10,23,12,True
22,22,14,12,4,22,16,31,20,20,22,19,30,30,7,15,5,14,22,26,29,13,30,26,28,25,24,19,28,19,21,25,29,31,32,24,21,31,18,24,30,29,3,14,True
15,18,17,15,13,17,17,1,10,9,18,19,23,24,14,15,3,12,9,3,5,9,32,31,26,22,13,32,28,22,31,27,27,19,31,24,18,21,11,7,31,13,18,32,False
14,13,11,9,8,15,12,19,26,19,28,31,25,27,29,24,22,28,15,15,19,19,28,28,26,20,21,28,23,14,24,10,12,13,16,13,11,14,23,14,21,13,8,28,False
21,10,6,28,23,6,8,29,7,14,6,13,18,13,5,20,11,22,16,31,13,8,26,20,17,17,13,16,18,6,15,21,24,27,28,31,16,24,23,4,26,18,30,16,True
11,7,11,26,27,4,12,22,1,17,13,6,19,8,12,11,15,5,12,15,20,30,9,8,11,4,8,14,9,4,28,22,26,27,22,28,27,21,5,30,14,3,22,10,True
8,16,10,6,11,23,6,9,8,5,14,9,13,19,15,7,4,9,7,5,26,24,18,17,17,21,21,10,15,19,18,26,31,25,21,8,32,27,32,31,24,24,16,29,True
